ID,num_lx,num_rx,DeltaSZ,DeltaSP,dNum,resp,acc,RT,Group,DeltaNB
303,10,8,-1.666666667,2,0.333333333,0,1,0.43646788,ADU,-0.321928095
303,14,20,-1.833333333,1.166666667,0.5,1,1,0.39907039,ADU,0.514573173
303,25,29,0.833333333,1.5,0.166666667,1,1,0.481997687,ADU,0.214124805
303,14,20,-0.833333333,-0.5,0.5,1,1,0.388759023,ADU,0.514573173
303,32,8,1,-0.333333333,2,0,1,0.141675664,ADU,-2
303,8,32,0.333333333,1.666666667,2,1,1,0.340421034,ADU,2
303,32,25,-0.333333333,-1,0.333333333,0,1,0.382745408,ADU,-0.35614381
303,20,18,1.833333333,-0.5,0.166666667,1,0,0.488266921,ADU,-0.152003093
303,16,14,1.166666667,-0.5,0.166666667,1,0,0.358750459,ADU,-0.192645078
303,32,8,2,-1,2,0,1,0.281797942,ADU,-2
303,20,14,-0.833333333,-1.5,0.5,1,0,0.475829864,ADU,-0.514573173
303,29,32,-1.166666667,-0.833333333,0.166666667,1,1,0.38260824,ADU,0.142019005
303,18,16,1.833333333,-1.5,0.166666667,1,0,0.300594745,ADU,-0.169925001
303,23,16,-1.5,-1.166666667,0.5,0,1,0.301067431,ADU,-0.523561956
303,32,8,-1,-1.666666667,2,0,1,0.210759861,ADU,-2
303,11,8,1.5,1.5,0.5,1,0,0.281154284,ADU,-0.459431619
303,9,10,0.5,0.166666667,0.166666667,1,1,0.369545406,ADU,0.152003093
303,10,14,-1.5,1.5,0.5,1,1,0.204266021,ADU,0.485426827
303,20,23,-1.5,-0.5,0.166666667,0,0,0.1264877,ADU,0.201633861
303,14,16,-0.166666667,-1.5,0.166666667,1,1,0.258098841,ADU,0.192645078
303,32,8,1,-0.333333333,2,0,1,0.208164282,ADU,-2
303,20,29,-0.833333333,-0.833333333,0.5,1,1,0.195543123,ADU,0.5360529
303,8,11,-0.833333333,1.833333333,0.5,1,1,0.140849581,ADU,0.459431619
303,8,32,-2,2,2,1,1,0.158920873,ADU,2
303,25,32,1.333333333,0.333333333,0.333333333,1,1,0.172016112,ADU,0.35614381
303,32,23,-1.5,-1.5,0.5,0,1,0.590289107,ADU,-0.476438044
303,8,32,-0.666666667,1.666666667,2,1,1,0.154558586,ADU,2
303,20,16,-0.666666667,1,0.333333333,0,1,0.299594896,ADU,-0.321928095
303,8,9,0.833333333,-1.833333333,0.166666667,1,1,0.388930272,ADU,0.169925001
303,14,13,0.166666667,-1.166666667,0.166666667,1,0,0.588169562,ADU,-0.106915204
303,8,10,1.333333333,1,0.333333333,1,1,0.556766966,ADU,0.321928095
303,20,25,1.666666667,1.666666667,0.333333333,1,1,0.352670079,ADU,0.321928095
303,10,11,0.166666667,1.833333333,0.166666667,0,0,0.436001897,ADU,0.137503524
303,9,13,-0.833333333,-0.833333333,0.5,1,1,0.331243053,ADU,0.530514717
303,10,9,-0.166666667,-1.166666667,0.166666667,0,1,0.501560509,ADU,-0.152003093
303,25,29,-0.5,1.166666667,0.166666667,1,1,0.214031229,ADU,0.214124805
303,8,32,-1.333333333,-0.666666667,2,1,1,0.327238353,ADU,2
303,18,25,-0.166666667,-0.833333333,0.5,1,1,0.597124889,ADU,0.473931188
303,20,25,-1.333333333,1.333333333,0.333333333,1,1,0.14430896,ADU,0.321928095
303,23,25,-1.166666667,-1.5,0.166666667,0,0,0.270701839,ADU,0.120294234
303,13,14,1.833333333,-0.166666667,0.166666667,1,1,0.128413085,ADU,0.106915204
303,16,14,1.5,-0.166666667,0.166666667,0,1,0.457864733,ADU,-0.192645078
303,8,32,-1,-1,2,1,1,0.200668637,ADU,2
303,13,10,0,1.333333333,0.333333333,0,1,0.853344884,ADU,-0.378511623
303,16,20,0,2,0.333333333,1,1,0.361360569,ADU,0.321928095
303,10,13,0.666666667,-0.666666667,0.333333333,1,1,0.379067848,ADU,0.378511623
303,20,14,-0.166666667,0.833333333,0.5,0,1,0.264956417,ADU,-0.514573173
303,10,11,-0.5,0.166666667,0.166666667,1,1,0.304809526,ADU,0.137503524
303,9,10,-0.5,-1.166666667,0.166666667,1,1,0.417463509,ADU,0.152003093
303,16,13,0,-0.666666667,0.333333333,0,1,0.35046568,ADU,-0.299560282
303,29,20,-0.833333333,1.166666667,0.5,0,1,0.66278547,ADU,-0.5360529
303,23,20,-1.166666667,-0.5,0.166666667,0,1,0.951321583,ADU,-0.201633861
303,32,8,-1.666666667,-2,2,0,1,0.57403676,ADU,-2
303,8,32,-2,0,2,1,1,0.56810528,ADU,2
303,8,32,0,-0.666666667,2,1,1,0.416646365,ADU,2
303,8,32,1.333333333,-0.333333333,2,1,1,0.383811217,ADU,2
303,10,8,-1.666666667,0.333333333,0.333333333,0,1,0.25847766,ADU,-0.321928095
303,8,32,-0.333333333,1.333333333,2,1,1,0.16362175,ADU,2
303,8,32,0,1.666666667,2,1,1,0.140493112,ADU,2
303,13,9,-1.166666667,-1.166666667,0.5,0,1,0.217044739,ADU,-0.530514717
303,20,29,-1.833333333,-1.5,0.5,1,1,0.181016976,ADU,0.5360529
303,11,10,-1.166666667,-0.5,0.166666667,0,1,0.349189188,ADU,-0.137503524
303,16,11,1.833333333,-1.5,0.5,0,1,0.286887417,ADU,-0.540568381
303,14,10,-0.5,-1.5,0.5,0,1,0.277723681,ADU,-0.485426827
303,29,20,0.833333333,-1.166666667,0.5,1,0,0.437635066,ADU,-0.5360529
303,32,8,1,-1.333333333,2,0,1,0.15120816,ADU,-2
303,32,8,0.333333333,-1.333333333,2,0,1,0.161458906,ADU,-2
303,20,29,0.166666667,0.833333333,0.5,1,1,0.285881422,ADU,0.5360529
303,32,8,1.333333333,1.333333333,2,0,1,0.19379402,ADU,-2
303,32,29,0.833333333,1.166666667,0.166666667,0,1,0.387352139,ADU,-0.142019005
303,9,10,-0.166666667,-1.166666667,0.166666667,0,0,0.338546215,ADU,0.152003093
303,32,8,-1,0.666666667,2,0,1,0.264612798,ADU,-2
303,14,16,-1.5,-1.5,0.166666667,1,1,0.328902252,ADU,0.192645078
303,32,8,-0.333333333,1.666666667,2,0,1,0.161344644,ADU,-2
303,10,13,-1.666666667,-1.333333333,0.333333333,0,0,0.378413294,ADU,0.378511623
303,20,16,-2,-1.666666667,0.333333333,1,0,0.417639509,ADU,-0.321928095
303,32,8,-1.666666667,0,2,0,1,0.199619342,ADU,-2
303,20,16,-1.666666667,1.333333333,0.333333333,0,1,0.475202411,ADU,-0.321928095
303,11,9,-1.666666667,0.333333333,0.333333333,0,1,0.386850679,ADU,-0.289506617
303,32,8,-1.666666667,0.666666667,2,0,1,0.189290933,ADU,-2
303,23,16,-0.833333333,-1.833333333,0.5,0,1,0.42379448,ADU,-0.523561956
303,10,8,-2,-0.666666667,0.333333333,0,1,0.402416065,ADU,-0.321928095
303,32,25,-1,1.666666667,0.333333333,0,1,0.318359852,ADU,-0.35614381
303,10,14,0.5,0.5,0.5,1,1,0.168337991,ADU,0.485426827
303,8,32,1.666666667,0.666666667,2,1,1,0.160035539,ADU,2
303,32,8,2,-1,2,0,1,0.162309293,ADU,-2
303,8,32,-1,-2,2,1,1,0.134371106,ADU,2
303,14,16,-0.5,0.166666667,0.166666667,1,1,0.336122723,ADU,0.192645078
303,13,14,-0.833333333,-0.166666667,0.166666667,0,0,0.168371236,ADU,0.106915204
303,14,11,-1.666666667,-1.333333333,0.333333333,0,1,0.441643119,ADU,-0.347923303
303,10,11,-1.166666667,-0.5,0.166666667,1,1,0.753585279,ADU,0.137503524
303,18,23,1,0.333333333,0.333333333,1,1,0.368513992,ADU,0.353636955
303,16,20,-0.333333333,-0.333333333,0.333333333,0,0,0.394076178,ADU,0.321928095
303,32,8,-1.333333333,-0.333333333,2,0,1,0.265126551,ADU,-2
303,8,32,-1.333333333,1,2,1,1,0.23943809,ADU,2
303,14,16,-0.166666667,0.833333333,0.166666667,0,0,0.336073278,ADU,0.192645078
303,25,23,1.833333333,-1.5,0.166666667,1,0,0.142014254,ADU,-0.120294234
303,32,8,-1.333333333,0.666666667,2,0,1,0.121082544,ADU,-2
303,23,20,-0.5,0.5,0.166666667,0,1,0.340411259,ADU,-0.201633861
303,13,9,0.166666667,-1.5,0.5,0,1,0.258857038,ADU,-0.530514717
303,8,32,-0.666666667,0,2,1,1,0.185963137,ADU,2
303,20,25,1,0.666666667,0.333333333,1,1,0.29439256,ADU,0.321928095
303,8,32,0.666666667,0.666666667,2,1,1,0.227989985,ADU,2
303,13,16,-2,-2,0.333333333,1,1,0.227128424,ADU,0.299560282
303,8,32,-2,2,2,1,1,0.640068896,ADU,2
303,8,32,-1.333333333,-1,2,1,1,0.129779458,ADU,2
303,8,32,-1.666666667,0.666666667,2,1,1,0.13139,ADU,2
303,13,11,0.833333333,0.833333333,0.166666667,0,1,0.413233642,ADU,-0.2410081
303,8,32,-1.333333333,1.666666667,2,1,1,0.069340492,ADU,2
303,8,9,-0.5,1.833333333,0.166666667,1,1,0.161929354,ADU,0.169925001
303,8,11,1.5,-0.5,0.5,0,0,0.187685141,ADU,0.459431619
303,14,20,-0.166666667,-0.833333333,0.5,1,1,0.682055796,ADU,0.514573173
303,16,18,-0.833333333,-0.166666667,0.166666667,0,0,0.351837851,ADU,0.169925001
303,25,20,-1.333333333,-1.666666667,0.333333333,0,1,0.41312385,ADU,-0.321928095
303,23,29,1,1.333333333,0.333333333,1,1,0.403429601,ADU,0.334419039
303,20,16,-2,1,0.333333333,0,1,0.187383987,ADU,-0.321928095
303,11,14,-1,0.666666667,0.333333333,1,1,0.21003519,ADU,0.347923303
303,10,14,0.5,1.833333333,0.5,1,1,0.478686653,ADU,0.485426827
303,32,8,1.666666667,-2,2,0,1,0.189133354,ADU,-2
303,29,20,0.166666667,0.833333333,0.5,0,1,0.361326486,ADU,-0.5360529
303,8,32,-1.666666667,-0.666666667,2,1,1,0.37610993,ADU,2
303,29,20,0.833333333,1.166666667,0.5,0,1,0.510659989,ADU,-0.5360529
303,32,25,-1.666666667,1.333333333,0.333333333,0,1,0.40963402,ADU,-0.35614381
303,16,18,0.5,0.5,0.166666667,1,1,0.222072193,ADU,0.169925001
303,10,14,-0.833333333,1.166666667,0.5,1,1,0.196311051,ADU,0.485426827
303,13,10,1.333333333,-0.666666667,0.333333333,0,1,0.159893343,ADU,-0.378511623
303,25,29,-0.833333333,-1.166666667,0.166666667,1,1,1.230630266,ADU,0.214124805
303,11,16,-1.833333333,-1.833333333,0.5,0,0,0.19834795,ADU,0.540568381
303,8,32,1.333333333,1.333333333,2,1,1,0.078442765,ADU,2
303,9,10,-1.166666667,0.166666667,0.166666667,1,1,0.327313224,ADU,0.152003093
303,8,32,-0.666666667,1.333333333,2,1,1,0.098043861,ADU,2
303,10,13,-0.333333333,-0.333333333,0.333333333,1,1,0.100776611,ADU,0.378511623
303,8,32,-2,1.333333333,2,1,1,0.080081522,ADU,2
303,13,10,1.333333333,-0.666666667,0.333333333,0,1,0.320110912,ADU,-0.378511623
303,23,29,-0.333333333,0.333333333,0.333333333,1,1,0.099999139,ADU,0.334419039
303,32,8,1,-0.666666667,2,0,1,0.113481577,ADU,-2
303,14,20,-0.833333333,-0.833333333,0.5,1,1,0.047620973,ADU,0.514573173
303,13,14,-1.833333333,-0.166666667,0.166666667,0,0,0.364919679,ADU,0.106915204
303,16,13,-1.333333333,-0.666666667,0.333333333,1,0,0.175751224,ADU,-0.299560282
303,18,20,-0.833333333,-0.166666667,0.166666667,1,1,0.472670523,ADU,0.152003093
303,10,9,1.833333333,-0.166666667,0.166666667,0,1,0.256527413,ADU,-0.152003093
303,32,8,0.666666667,1,2,0,1,0.280609801,ADU,-2
303,8,32,-1,-1.333333333,2,1,1,0.123190911,ADU,2
303,25,29,-0.166666667,-1.833333333,0.166666667,0,0,0.315754771,ADU,0.214124805
303,23,16,-0.166666667,-1.166666667,0.5,0,1,0.503074668,ADU,-0.523561956
303,14,18,0.666666667,0.333333333,0.333333333,1,1,0.351070713,ADU,0.362570079
303,16,13,0.333333333,1,0.333333333,0,1,0.231051827,ADU,-0.299560282
303,10,9,-0.5,-1.833333333,0.166666667,1,0,0.345420834,ADU,-0.152003093
303,9,10,-1.833333333,1.5,0.166666667,1,1,0.345649911,ADU,0.152003093
303,23,20,-1.833333333,1.5,0.166666667,0,1,0.344668502,ADU,-0.201633861
303,11,8,0.833333333,1.833333333,0.5,0,1,0.308244599,ADU,-0.459431619
303,18,25,1.5,0.5,0.5,1,1,0.223695865,ADU,0.473931188
303,14,13,0.166666667,-1.166666667,0.166666667,0,1,0.403394403,ADU,-0.106915204
303,29,25,1.166666667,0.5,0.166666667,0,1,0.330128107,ADU,-0.214124805
303,25,29,0.5,0.166666667,0.166666667,1,1,0.152616998,ADU,0.214124805
303,20,25,1.333333333,-1,0.333333333,1,1,0.235218557,ADU,0.321928095
303,20,25,-0.333333333,1.666666667,0.333333333,1,1,0.137466749,ADU,0.321928095
303,29,20,-1.166666667,-1.5,0.5,0,1,0.539333466,ADU,-0.5360529
303,14,18,-1,1.333333333,0.333333333,1,1,0.498356191,ADU,0.362570079
303,32,8,2,-1,2,0,1,0.311239114,ADU,-2
303,8,32,0,-1.666666667,2,1,1,0.161206638,ADU,2
303,8,32,-0.333333333,1,2,1,1,0.154832084,ADU,2
303,25,23,0.5,-1.166666667,0.166666667,1,0,0.258786079,ADU,-0.120294234
303,8,11,0.833333333,0.833333333,0.5,1,1,0.139163055,ADU,0.459431619
303,25,18,0.5,0.5,0.5,0,1,0.124071751,ADU,-0.473931188
303,29,25,1.166666667,-1.166666667,0.166666667,0,1,0.226330278,ADU,-0.214124805
303,25,23,1.5,0.833333333,0.166666667,1,0,0.532784868,ADU,-0.120294234
303,16,11,0.5,0.833333333,0.5,0,1,0.300636649,ADU,-0.540568381
303,32,8,-0.333333333,0,2,0,1,0.130954748,ADU,-2
303,8,32,2,0.666666667,2,1,1,0.164674398,ADU,2
303,16,13,-0.666666667,-0.666666667,0.333333333,0,1,0.077171935,ADU,-0.299560282
303,32,8,-1.666666667,0.333333333,2,0,1,0.097323379,ADU,-2
303,23,16,-0.5,0.166666667,0.5,0,1,0.269054422,ADU,-0.523561956
303,8,32,-1.666666667,1,2,1,1,0.066807767,ADU,2
303,20,14,1.833333333,-1.166666667,0.5,0,1,0.011813348,ADU,-0.514573173
303,8,32,-1.666666667,-0.333333333,2,1,1,0.062890511,ADU,2
303,8,32,-0.333333333,-0.666666667,2,1,1,0.131226849,ADU,2
303,8,32,1,-1.666666667,2,1,1,0.09567708,ADU,2
303,8,32,0.666666667,-1.666666667,2,1,1,0.078165358,ADU,2
303,8,32,0,1.666666667,2,1,1,0.065103922,ADU,2
303,8,32,-1.666666667,-1,2,1,1,0.069048835,ADU,2
303,32,23,-0.5,1.833333333,0.5,0,1,0.117318936,ADU,-0.476438044
303,25,20,-1.333333333,1.666666667,0.333333333,0,1,0.148596935,ADU,-0.321928095
303,10,13,-2,-1.333333333,0.333333333,1,1,0.694472177,ADU,0.378511623
303,32,8,-1,-0.333333333,2,0,1,0.13954271,ADU,-2
303,8,9,1.5,-0.833333333,0.166666667,0,0,0.093146872,ADU,0.169925001
303,8,32,-0.666666667,0.666666667,2,1,1,0.164386651,ADU,2
303,18,20,0.833333333,1.5,0.166666667,1,1,0.417469654,ADU,0.152003093
303,9,10,1.833333333,-1.166666667,0.166666667,0,0,0.223048855,ADU,0.152003093
303,10,8,-1,1.666666667,0.333333333,0,1,0.153715182,ADU,-0.321928095
303,16,13,1,1.333333333,0.333333333,0,1,0.160501078,ADU,-0.299560282
303,25,23,1.166666667,1.5,0.166666667,0,1,0.410337463,ADU,-0.120294234
303,23,16,-0.5,0.833333333,0.5,0,1,0.084376482,ADU,-0.523561956
303,18,14,1,1.666666667,0.333333333,1,0,0.105382148,ADU,-0.362570079
303,23,25,-0.5,1.833333333,0.166666667,1,1,0.235843498,ADU,0.120294234
303,14,20,1.166666667,-1.833333333,0.5,1,1,0.518064842,ADU,0.514573173
303,11,9,0.333333333,0,0.333333333,1,0,0.839513797,ADU,-0.289506617
303,8,10,-1.666666667,2,0.333333333,1,1,0.466789331,ADU,0.321928095
303,10,9,-1.5,-1.833333333,0.166666667,1,0,0.426375534,ADU,-0.152003093
303,32,25,-1.666666667,0.666666667,0.333333333,0,1,0.275838805,ADU,-0.35614381
303,8,10,-0.666666667,-0.333333333,0.333333333,1,1,0.252972491,ADU,0.321928095
303,32,8,1,2,2,0,1,0.347610217,ADU,-2
303,9,8,-1.833333333,1.166666667,0.166666667,0,1,0.270376099,ADU,-0.169925001
303,8,32,-0.333333333,0.333333333,2,1,1,0.177522957,ADU,2
303,8,32,0.666666667,0,2,1,1,0.289040202,ADU,2
303,25,20,1.666666667,2,0.333333333,0,1,0.152918434,ADU,-0.321928095
303,14,11,-0.333333333,-1,0.333333333,0,1,0.320390835,ADU,-0.347923303
303,10,9,0.833333333,-0.5,0.166666667,1,0,0.316141972,ADU,-0.152003093
303,18,13,-0.833333333,0.166666667,0.5,0,1,0.176672291,ADU,-0.469485283
303,10,11,1.5,0.5,0.166666667,1,1,0.350708095,ADU,0.137503524
303,32,23,-0.833333333,1.5,0.5,0,1,0.203266852,ADU,-0.476438044
303,32,8,-1.333333333,0.333333333,2,0,1,0.137303879,ADU,-2
303,14,20,0.166666667,-1.5,0.5,1,1,0.32032714,ADU,0.514573173
303,10,13,1,-1.333333333,0.333333333,1,1,0.265453408,ADU,0.378511623
303,29,32,-0.166666667,0.833333333,0.166666667,1,1,0.16891963,ADU,0.142019005
303,20,25,0.333333333,0.333333333,0.333333333,1,1,0.132965617,ADU,0.321928095
303,32,8,-1.666666667,-0.666666667,2,0,1,0.083921118,ADU,-2
303,29,23,1.666666667,0,0.333333333,1,0,0.379638311,ADU,-0.334419039
303,8,32,0,0.666666667,2,1,1,0.080917943,ADU,2
303,16,13,0.666666667,-0.666666667,0.333333333,0,1,0.072084416,ADU,-0.299560282
303,13,14,0.5,-0.166666667,0.166666667,1,1,0.061069049,ADU,0.106915204
303,18,20,-1.833333333,-1.833333333,0.166666667,0,0,0.186094157,ADU,0.152003093
303,13,9,-0.166666667,-0.5,0.5,1,0,0.119956702,ADU,-0.530514717
303,32,8,-1.666666667,-0.666666667,2,0,1,0.063895667,ADU,-2
303,32,8,0.666666667,-1.666666667,2,0,1,0.458341608,ADU,-2
303,32,8,1.333333333,1,2,0,1,0.185412508,ADU,-2
303,32,8,1.333333333,-1.333333333,2,0,1,0.324287141,ADU,-2
303,8,11,-1.5,1.833333333,0.5,1,1,0.095172549,ADU,0.459431619
303,20,23,0.166666667,-0.833333333,0.166666667,1,1,0.727883967,ADU,0.201633861
303,32,8,0,-0.666666667,2,0,1,0.099816434,ADU,-2
303,10,13,2,-1.333333333,0.333333333,1,1,0.444353798,ADU,0.378511623
303,13,18,1.833333333,1.166666667,0.5,1,1,0.571999909,ADU,0.469485283
303,18,23,-1.333333333,0,0.333333333,1,1,0.171500685,ADU,0.353636955
303,11,13,-1.5,-1.5,0.166666667,0,0,0.183571771,ADU,0.2410081
303,16,20,-1.333333333,0.333333333,0.333333333,1,1,0.1936088,ADU,0.321928095
303,16,13,2,1.333333333,0.333333333,1,0,0.416242125,ADU,-0.299560282
303,8,32,-0.333333333,0,2,1,1,0.116491457,ADU,2
303,20,25,-0.666666667,0,0.333333333,0,0,0.29362235,ADU,0.321928095
303,32,8,0,-1.666666667,2,0,1,0.353595974,ADU,-2
303,20,29,0.833333333,0.833333333,0.5,1,1,0.210759863,ADU,0.5360529
303,18,14,1.333333333,0,0.333333333,0,1,0.311310912,ADU,-0.362570079
303,20,16,-2,-1,0.333333333,1,0,0.221928041,ADU,-0.321928095
303,20,25,-2,1.333333333,0.333333333,1,1,0.203263938,ADU,0.321928095
303,13,16,1.333333333,2,0.333333333,1,1,0.102666795,ADU,0.299560282
303,14,16,-0.5,0.833333333,0.166666667,1,1,0.409126136,ADU,0.192645078
303,8,32,0.666666667,-0.666666667,2,1,1,0.183358336,ADU,2
303,10,14,-1.5,1.5,0.5,1,1,0.116174657,ADU,0.485426827
303,11,16,1.166666667,0.833333333,0.5,0,0,0.44689155,ADU,0.540568381
303,13,16,0.666666667,-1.666666667,0.333333333,1,1,0.098879723,ADU,0.299560282
303,16,11,-0.5,-0.833333333,0.5,0,1,0.256909303,ADU,-0.540568381
303,11,13,0.5,-1.5,0.166666667,1,1,0.496945677,ADU,0.2410081
303,8,10,-2,2,0.333333333,1,1,0.29328767,ADU,0.321928095
303,10,9,1.5,0.833333333,0.166666667,0,1,0.661908543,ADU,-0.152003093
303,13,18,0.833333333,0.833333333,0.5,1,1,0.168323744,ADU,0.469485283
303,23,29,1,-1.666666667,0.333333333,0,0,0.294425804,ADU,0.334419039
303,8,32,-0.666666667,-1.666666667,2,1,1,0.113660371,ADU,2
303,16,14,-0.5,-0.5,0.166666667,0,1,0.141158838,ADU,-0.192645078
303,14,20,1.166666667,0.833333333,0.5,1,1,0.091613714,ADU,0.514573173
303,11,9,1.333333333,-0.666666667,0.333333333,0,1,0.197407886,ADU,-0.289506617
303,8,32,-1.333333333,-1.666666667,2,1,1,0.078348061,ADU,2
303,23,16,-0.833333333,0.5,0.5,0,1,0.142612375,ADU,-0.523561956
303,8,32,-2,1.333333333,2,1,1,0.097101003,ADU,2
303,16,18,-0.5,0.833333333,0.166666667,0,0,0.32640389,ADU,0.169925001
303,25,29,-0.5,-0.5,0.166666667,1,1,0.099149309,ADU,0.214124805
303,32,25,0.666666667,-0.666666667,0.333333333,0,1,0.297310248,ADU,-0.35614381
303,8,32,-0.333333333,0.666666667,2,1,1,0.25864891,ADU,2
303,29,32,-1.5,-1.833333333,0.166666667,0,0,0.094407367,ADU,0.142019005
303,10,14,-0.833333333,1.5,0.5,1,1,0.156695729,ADU,0.485426827
303,32,8,0.333333333,0.333333333,2,0,1,0.147495398,ADU,-2
303,14,10,1.833333333,-0.833333333,0.5,0,1,0.134136437,ADU,-0.485426827
303,11,13,0.833333333,-0.5,0.166666667,0,0,0.259392155,ADU,0.2410081
303,29,20,-0.166666667,0.833333333,0.5,0,1,0.102306973,ADU,-0.5360529
303,20,16,0,2,0.333333333,0,1,0.167435363,ADU,-0.321928095
303,8,32,-0.333333333,0,2,1,1,0.065214548,ADU,2
303,8,32,0,-1,2,1,1,0.111971609,ADU,2
303,18,13,-1.833333333,-0.833333333,0.5,0,1,0.070586739,ADU,-0.469485283
303,16,18,0.166666667,0.833333333,0.166666667,1,1,0.088040354,ADU,0.169925001
303,20,16,0,0.666666667,0.333333333,0,1,0.11916638,ADU,-0.321928095
303,20,23,-1.166666667,0.166666667,0.166666667,1,1,0.569572227,ADU,0.201633861
303,8,32,1,-1,2,1,1,0.083504025,ADU,2
303,9,8,-0.166666667,1.5,0.166666667,0,1,0.103783697,ADU,-0.169925001
303,14,10,-1.833333333,0.5,0.5,0,1,0.152316121,ADU,-0.485426827
303,32,8,2,-0.333333333,2,0,1,0.07988457,ADU,-2
303,11,16,-0.5,1.5,0.5,1,1,0.131907662,ADU,0.540568381
303,11,16,-0.833333333,1.166666667,0.5,1,1,0.077792404,ADU,0.540568381
303,32,8,2,-1,2,0,1,0.067908188,ADU,-2
303,14,20,1.166666667,1.833333333,0.5,1,1,0.088233396,ADU,0.514573173
303,9,11,-1.333333333,1.666666667,0.333333333,1,1,0.130030608,ADU,0.289506617
303,25,29,0.833333333,1.166666667,0.166666667,1,1,0.226220768,ADU,0.214124805
303,9,13,-1.833333333,1.166666667,0.5,1,1,0.125658266,ADU,0.530514717
303,8,32,0,1,2,1,1,0.093041828,ADU,2
303,8,32,-1,-2,2,1,1,0.126030101,ADU,2
303,25,20,0.666666667,0.666666667,0.333333333,0,1,0.165796328,ADU,-0.321928095
303,18,13,-1.833333333,1.5,0.5,0,1,0.242222242,ADU,-0.469485283
303,10,9,-0.833333333,-1.166666667,0.166666667,0,1,0.305524979,ADU,-0.152003093
303,16,13,-1.333333333,1,0.333333333,0,1,0.121991599,ADU,-0.299560282
303,9,10,0.5,1.5,0.166666667,0,0,0.36031658,ADU,0.152003093
303,18,13,1.5,-1.833333333,0.5,0,1,0.341979053,ADU,-0.469485283
303,13,18,-0.833333333,1.166666667,0.5,1,1,0.092093104,ADU,0.469485283
303,16,14,-1.833333333,-0.833333333,0.166666667,0,1,0.137846405,ADU,-0.192645078
303,14,10,0.166666667,-1.166666667,0.5,0,1,0.233782373,ADU,-0.485426827
303,9,10,0.5,-1.166666667,0.166666667,1,1,0.286246551,ADU,0.152003093
303,13,14,0.5,-1.5,0.166666667,0,0,0.238754762,ADU,0.106915204
303,10,14,0.166666667,-0.5,0.5,1,1,0.158503221,ADU,0.485426827
303,13,16,-0.333333333,1.333333333,0.333333333,0,0,0.1852664,ADU,0.299560282
303,13,9,0.5,-0.166666667,0.5,0,1,0.147385329,ADU,-0.530514717
303,32,29,-0.5,0.5,0.166666667,1,0,0.131878329,ADU,-0.142019005
303,11,16,-1.5,0.833333333,0.5,1,1,0.139662279,ADU,0.540568381
303,9,13,-1.833333333,1.5,0.5,1,1,0.203652257,ADU,0.530514717
303,20,14,-1.833333333,-0.166666667,0.5,0,1,0.067011705,ADU,-0.514573173
303,20,18,1.833333333,1.166666667,0.166666667,1,0,0.138212655,ADU,-0.152003093
303,23,16,0.166666667,-0.833333333,0.5,1,0,0.120136613,ADU,-0.523561956
303,32,8,-0.666666667,0.333333333,2,0,1,0.051488224,ADU,-2
303,18,25,0.833333333,-1.166666667,0.5,1,1,0.136414381,ADU,0.473931188
303,23,16,1.5,-1.5,0.5,0,1,0.337106928,ADU,-0.523561956
303,23,18,-0.666666667,-0.333333333,0.333333333,1,0,0.223189095,ADU,-0.353636955
303,8,32,1.666666667,-1.333333333,2,1,1,0.175302284,ADU,2
303,18,13,-1.166666667,-1.833333333,0.5,0,1,0.12482883,ADU,-0.469485283
303,23,20,-1.833333333,-1.5,0.166666667,0,1,0.382268813,ADU,-0.201633861
303,25,23,-1.166666667,-0.5,0.166666667,0,1,0.272015134,ADU,-0.120294234
303,32,8,0.333333333,-2,2,0,1,0.117335979,ADU,-2
303,20,14,1.166666667,-1.5,0.5,1,0,0.138895422,ADU,-0.514573173
303,14,16,0.833333333,-1.166666667,0.166666667,1,1,0.121175013,ADU,0.192645078
303,16,23,-0.5,1.833333333,0.5,1,1,0.190320952,ADU,0.523561956
303,8,10,0.666666667,1.666666667,0.333333333,0,0,0.122147763,ADU,0.321928095
303,11,16,0.166666667,0.5,0.5,1,1,0.141273379,ADU,0.540568381
303,13,10,-1.666666667,-1,0.333333333,0,1,0.122315101,ADU,-0.378511623
303,9,10,-0.5,-1.5,0.166666667,0,0,0.446119387,ADU,0.152003093
303,25,23,1.5,1.833333333,0.166666667,0,1,0.343133949,ADU,-0.120294234
303,25,18,0.833333333,-0.833333333,0.5,0,1,0.143271398,ADU,-0.473931188
303,11,9,-0.666666667,1.333333333,0.333333333,0,1,0.114424434,ADU,-0.289506617
303,18,14,-1.333333333,-1,0.333333333,1,0,0.140528589,ADU,-0.362570079
303,32,8,-2,-1,2,0,1,0.171261827,ADU,-2
303,9,8,-1.833333333,-0.833333333,0.166666667,1,0,0.412792245,ADU,-0.169925001
303,16,20,-0.666666667,1.666666667,0.333333333,1,1,0.186899008,ADU,0.321928095
303,18,25,-1.833333333,1.833333333,0.5,0,0,0.125687599,ADU,0.473931188
303,16,14,0.5,0.833333333,0.166666667,0,1,0.137014735,ADU,-0.192645078
303,29,25,0.166666667,-0.833333333,0.166666667,0,1,0.605298555,ADU,-0.214124805
303,8,10,-2,-2,0.333333333,1,1,0.601513438,ADU,0.321928095
303,29,25,-0.833333333,1.833333333,0.166666667,0,1,0.490526984,ADU,-0.214124805
303,20,16,1.666666667,0.333333333,0.333333333,0,1,0.368855935,ADU,-0.321928095
