ID,num_lx,num_rx,DeltaSZ,DeltaSP,dNum,resp,acc,RT,Group,DeltaNB
219,8,32,2,-0.666666667,2,1,1,1.085089772,6yo,2
219,23,16,-0.833333333,0.833333333,0.5,0,1,1.216992617,6yo,-0.523561956
219,9,13,-0.833333333,-1.5,0.5,1,1,1.280444842,6yo,0.530514717
219,18,16,1.833333333,0.833333333,0.166666667,0,1,1.599560079,6yo,-0.169925001
219,23,32,-1.166666667,0.166666667,0.5,1,1,1.000495486,6yo,0.476438044
219,32,8,0,0.666666667,2,0,1,0.783446479,6yo,-2
219,32,29,0.166666667,1.5,0.166666667,0,1,0.840587948,6yo,-0.142019005
219,9,8,0.833333333,0.5,0.166666667,1,0,1.591067036,6yo,-0.169925001
219,8,32,-1.666666667,-1.666666667,2,1,1,1.541650778,6yo,2
219,16,23,1.833333333,0.833333333,0.5,1,1,1.188264103,6yo,0.523561956
219,16,20,0.666666667,-1.666666667,0.333333333,1,1,1.16356615,6yo,0.321928095
219,13,16,1.333333333,2,0.333333333,1,1,0.836594513,6yo,0.299560282
219,8,32,-1.666666667,-0.666666667,2,1,1,1.275646669,6yo,2
219,13,10,-0.666666667,1.666666667,0.333333333,0,1,2.115114154,6yo,-0.378511623
219,32,8,2,-1.666666667,2,0,1,1.159649694,6yo,-2
219,14,20,0.166666667,-0.833333333,0.5,1,1,1.74784062,6yo,0.514573173
219,10,8,-0.666666667,1.666666667,0.333333333,0,1,1.698862136,6yo,-0.321928095
219,14,13,-1.5,-1.166666667,0.166666667,1,0,1.375793154,6yo,-0.106915204
219,32,8,1.333333333,-0.333333333,2,0,1,0.959222572,6yo,-2
219,32,8,0,-0.666666667,2,0,1,1.054803474,6yo,-2
219,32,8,0.666666667,0.666666667,2,0,1,1.231147918,6yo,-2
219,11,8,-0.5,-0.833333333,0.5,1,0,1.710545288,6yo,-0.459431619
219,18,20,-0.5,-1.166666667,0.166666667,1,1,1.621687419,6yo,0.152003093
219,8,32,0.666666667,-2,2,1,1,1.021633207,6yo,2
219,25,20,2,1.333333333,0.333333333,0,1,0.633838036,6yo,-0.321928095
219,14,16,1.5,-1.833333333,0.166666667,1,1,1.206534401,6yo,0.192645078
219,23,16,-0.166666667,0.166666667,0.5,0,1,1.204357286,6yo,-0.523561956
219,13,11,1.5,1.5,0.166666667,0,1,1.268017629,6yo,-0.2410081
219,23,32,-0.5,0.833333333,0.5,1,1,1.05965779,6yo,0.476438044
219,29,25,-0.833333333,-1.5,0.166666667,1,0,0.964329645,6yo,-0.214124805
219,10,8,1.666666667,-1.333333333,0.333333333,0,1,1.41442081,6yo,-0.321928095
219,16,11,0.833333333,0.5,0.5,0,1,1.314017916,6yo,-0.540568381
219,9,8,0.833333333,0.833333333,0.166666667,0,1,1.303905321,6yo,-0.169925001
219,14,13,-1.166666667,-1.166666667,0.166666667,1,0,2.214655253,6yo,-0.106915204
219,14,13,-0.5,-1.833333333,0.166666667,1,0,1.783398418,6yo,-0.106915204
219,8,32,2,-0.666666667,2,1,1,0.991465206,6yo,2
219,32,8,-0.666666667,0.333333333,2,0,1,1.246018558,6yo,-2
219,23,25,-0.5,-0.5,0.166666667,0,0,1.837682179,6yo,0.120294234
219,32,8,-1,-1.333333333,2,0,1,0.859092761,6yo,-2
219,23,29,0,0.333333333,0.333333333,1,1,1.25762042,6yo,0.334419039
219,8,32,-1.333333333,0.666666667,2,1,1,0.938516225,6yo,2
219,13,10,-1,0.333333333,0.333333333,0,1,1.048592371,6yo,-0.378511623
219,25,32,0,2,0.333333333,1,1,0.953280036,6yo,0.35614381
219,11,13,0.166666667,1.833333333,0.166666667,1,1,1.087176446,6yo,0.2410081
219,10,14,-0.833333333,0.833333333,0.5,1,1,1.612957012,6yo,0.485426827
219,32,8,0.666666667,0,2,0,1,0.726706925,6yo,-2
219,25,23,0.166666667,-1.5,0.166666667,1,0,1.148069635,6yo,-0.120294234
219,10,14,0.5,-0.833333333,0.5,1,1,1.314185798,6yo,0.485426827
219,32,8,-1.666666667,1.666666667,2,0,1,1.627562204,6yo,-2
219,20,25,0.666666667,1.666666667,0.333333333,1,1,1.059394819,6yo,0.321928095
219,20,29,-1.166666667,0.5,0.5,1,1,1.646756075,6yo,0.5360529
219,25,18,1.5,-1.5,0.5,0,1,1.868909484,6yo,-0.473931188
219,23,18,0.333333333,-1.666666667,0.333333333,1,0,1.222137406,6yo,-0.353636955
219,9,8,-0.5,1.166666667,0.166666667,1,0,1.705425509,6yo,-0.169925001
219,20,29,1.833333333,-0.166666667,0.5,1,1,1.875585703,6yo,0.5360529
219,32,29,-0.833333333,-0.166666667,0.166666667,0,1,1.086206108,6yo,-0.142019005
219,13,14,-1.833333333,1.833333333,0.166666667,1,1,1.962782467,6yo,0.106915204
219,8,32,1.333333333,1,2,1,1,1.064533565,6yo,2
219,8,32,0.333333333,1.666666667,2,1,1,0.838452075,6yo,2
219,13,9,0.833333333,-0.5,0.5,0,1,1.14242465,6yo,-0.530514717
219,8,32,0.333333333,-2,2,1,1,0.960016731,6yo,2
219,29,25,0.833333333,1.166666667,0.166666667,0,1,0.906251561,6yo,-0.214124805
219,8,32,-2,2,2,1,1,0.833262807,6yo,2
219,13,16,-1,2,0.333333333,1,1,1.217048501,6yo,0.299560282
219,32,8,1,-1.333333333,2,0,1,1.229048007,6yo,-2
219,16,14,-1.166666667,-1.833333333,0.166666667,1,0,1.53037356,6yo,-0.192645078
219,16,14,1.833333333,1.833333333,0.166666667,0,1,1.150361785,6yo,-0.192645078
219,11,16,1.833333333,-1.833333333,0.5,1,1,1.558750708,6yo,0.540568381
219,13,9,0.166666667,1.166666667,0.5,1,0,1.87698709,6yo,-0.530514717
219,8,32,0.666666667,0.666666667,2,1,1,0.85508952,6yo,2
219,9,10,1.833333333,1.166666667,0.166666667,1,1,1.186304344,6yo,0.152003093
219,20,25,-0.666666667,-1,0.333333333,0,0,1.097475376,6yo,0.321928095
219,23,25,-0.833333333,-0.166666667,0.166666667,1,1,1.620285936,6yo,0.120294234
219,10,11,-1.833333333,0.5,0.166666667,0,0,1.652310554,6yo,0.137503524
219,32,25,1.666666667,-0.333333333,0.333333333,0,1,1.457136217,6yo,-0.35614381
219,18,13,-0.166666667,-1.833333333,0.5,0,1,1.879084296,6yo,-0.469485283
219,10,8,1,-1.333333333,0.333333333,1,0,1.692489303,6yo,-0.321928095
219,13,10,1,-1,0.333333333,0,1,1.419036617,6yo,-0.378511623
219,14,11,-0.333333333,0.333333333,0.333333333,0,1,1.341179317,6yo,-0.347923303
219,16,11,1.166666667,-0.833333333,0.5,0,1,1.717674193,6yo,-0.540568381
219,11,8,-1.166666667,-1.833333333,0.5,1,0,1.216828416,6yo,-0.459431619
219,11,14,-1.666666667,0.333333333,0.333333333,1,1,1.865196536,6yo,0.347923303
219,32,8,2,-1.666666667,2,0,1,1.059252231,6yo,-2
219,16,11,0.166666667,-0.166666667,0.5,0,1,1.364409032,6yo,-0.540568381
219,13,11,-1.5,-0.833333333,0.166666667,1,0,1.550460127,6yo,-0.2410081
219,9,10,-1.833333333,-1.5,0.166666667,1,1,2.428060994,6yo,0.152003093
219,8,9,1.5,-0.5,0.166666667,1,1,1.522412059,6yo,0.169925001
219,8,10,-0.666666667,0.666666667,0.333333333,1,1,1.799702509,6yo,0.321928095
219,9,8,0.166666667,-0.833333333,0.166666667,0,1,1.289135598,6yo,-0.169925001
219,32,8,-0.666666667,1.333333333,2,0,1,1.132315886,6yo,-2
219,20,25,1,-0.333333333,0.333333333,1,1,1.186127461,6yo,0.321928095
219,25,20,-0.666666667,0,0.333333333,0,1,1.563690093,6yo,-0.321928095
219,13,9,0.833333333,-0.166666667,0.5,0,1,1.755531027,6yo,-0.530514717
219,18,25,1.166666667,1.166666667,0.5,1,1,1.235034612,6yo,0.473931188
219,32,23,1.833333333,-0.833333333,0.5,1,0,1.505383922,6yo,-0.476438044
219,25,29,1.5,1.833333333,0.166666667,1,1,1.408693517,6yo,0.214124805
219,32,8,-0.666666667,1,2,0,1,1.030296622,6yo,-2
219,18,14,1,1.333333333,0.333333333,0,1,1.341162309,6yo,-0.362570079
219,20,18,-1.833333333,-0.5,0.166666667,1,0,1.410047565,6yo,-0.152003093
219,25,23,-0.5,-0.5,0.166666667,1,0,1.213949198,6yo,-0.120294234
219,20,16,0.333333333,-1.666666667,0.333333333,0,1,1.198958388,6yo,-0.321928095
219,32,8,-2,1,2,0,1,0.821411938,6yo,-2
219,23,16,0.166666667,1.166666667,0.5,0,1,1.238492753,6yo,-0.523561956
219,16,13,-1.333333333,2,0.333333333,0,1,1.359491235,6yo,-0.299560282
219,18,16,1.166666667,0.833333333,0.166666667,1,0,1.779589629,6yo,-0.169925001
219,18,23,0,-0.333333333,0.333333333,1,1,1.305248497,6yo,0.353636955
219,11,9,-0.666666667,0,0.333333333,0,1,1.448371782,6yo,-0.289506617
219,32,8,1,-1.333333333,2,0,1,0.940603261,6yo,-2
219,32,8,2,-1.666666667,2,0,1,0.559703185,6yo,-2
219,32,8,-2,-1.666666667,2,0,1,0.871495797,6yo,-2
219,11,13,1.833333333,0.833333333,0.166666667,1,1,1.128459444,6yo,0.2410081
219,25,32,-0.333333333,-1.666666667,0.333333333,1,1,1.086659054,6yo,0.35614381
219,20,25,-1,-2,0.333333333,1,1,1.032489856,6yo,0.321928095
219,16,14,-0.166666667,-0.833333333,0.166666667,0,1,1.069378379,6yo,-0.192645078
219,32,8,2,-1,2,0,1,0.765044085,6yo,-2
219,9,11,-0.666666667,-1,0.333333333,1,1,1.235475131,6yo,0.289506617
219,18,20,1.166666667,1.5,0.166666667,1,1,0.950001746,6yo,0.152003093
219,8,32,-1.333333333,0,2,1,1,2.313017908,6yo,2
219,11,8,-0.166666667,-1.5,0.5,1,0,2.520299065,6yo,-0.459431619
219,8,32,0.333333333,-0.666666667,2,1,1,0.593128699,6yo,2
219,13,11,0.166666667,1.833333333,0.166666667,1,0,1.671214624,6yo,-0.2410081
219,8,32,1,0.666666667,2,1,1,0.625673423,6yo,2
219,8,32,-0.666666667,1,2,1,1,1.020242887,6yo,2
219,25,18,-0.833333333,-1.5,0.5,0,1,1.388053679,6yo,-0.473931188
219,32,8,1.666666667,0.333333333,2,0,1,1.21756958,6yo,-2
219,20,25,0,-0.333333333,0.333333333,1,1,1.983062422,6yo,0.321928095
219,20,16,1,-2,0.333333333,0,1,1.513689873,6yo,-0.321928095
219,13,9,0.5,-1.833333333,0.5,0,1,1.248789737,6yo,-0.530514717
219,20,16,0.333333333,0,0.333333333,1,0,1.193021835,6yo,-0.321928095
219,18,25,0.5,1.833333333,0.5,1,1,0.71175232,6yo,0.473931188
219,16,13,-0.666666667,2,0.333333333,0,1,0.558965208,6yo,-0.299560282
219,20,29,-0.5,1.5,0.5,1,1,1.052397972,6yo,0.5360529
219,14,20,1.166666667,-0.5,0.5,1,1,1.37517162,6yo,0.514573173
219,18,14,0.333333333,1.666666667,0.333333333,0,1,0.552297128,6yo,-0.362570079
219,10,9,1.5,0.833333333,0.166666667,1,0,1.094675892,6yo,-0.152003093
219,8,11,1.166666667,1.833333333,0.5,1,1,0.836202698,6yo,0.459431619
219,14,10,-0.833333333,-0.833333333,0.5,1,0,1.415882305,6yo,-0.485426827
219,16,18,1.833333333,1.166666667,0.166666667,1,1,0.874835536,6yo,0.169925001
219,32,8,-0.666666667,-1.333333333,2,0,1,1.117180218,6yo,-2
219,20,29,1.5,1.833333333,0.5,1,1,0.527759811,6yo,0.5360529
219,23,20,-1.5,-1.833333333,0.166666667,0,1,1.053439536,6yo,-0.201633861
219,32,8,-0.666666667,1.666666667,2,0,1,1.120668153,6yo,-2
219,20,23,1.833333333,-0.833333333,0.166666667,1,1,1.039620672,6yo,0.201633861
219,32,8,-2,0,2,0,1,0.924006246,6yo,-2
219,13,18,0.5,0.5,0.5,1,1,0.770706803,6yo,0.469485283
219,13,16,1.666666667,-0.333333333,0.333333333,1,1,1.016603704,6yo,0.299560282
219,11,16,1.5,0.833333333,0.5,1,1,0.777861744,6yo,0.540568381
219,10,9,-1.166666667,-1.833333333,0.166666667,0,1,1.235338512,6yo,-0.152003093
219,29,32,0.166666667,1.5,0.166666667,1,1,1.079691296,6yo,0.142019005
219,16,11,-1.833333333,-0.833333333,0.5,0,1,1.340945475,6yo,-0.540568381
219,29,25,-0.166666667,-1.5,0.166666667,0,1,1.896118294,6yo,-0.214124805
219,8,32,0.333333333,-1.333333333,2,1,1,0.689868755,6yo,2
219,9,13,-0.5,-1.833333333,0.5,1,1,1.396581527,6yo,0.530514717
219,25,29,-1.166666667,-0.5,0.166666667,1,1,0.937875919,6yo,0.214124805
219,23,20,-1.5,1.166666667,0.166666667,0,1,0.417412677,6yo,-0.201633861
219,32,8,0.666666667,0,2,0,1,0.284298069,6yo,-2
219,8,32,-1.333333333,-1.333333333,2,1,1,0.527726628,6yo,2
219,8,32,0.333333333,-1,2,1,1,0.378887267,6yo,2
219,32,8,1.333333333,1.666666667,2,0,1,0.443011609,6yo,-2
219,10,13,1.666666667,1.333333333,0.333333333,1,1,0.879432912,6yo,0.378511623
219,32,8,1,1.333333333,2,0,1,0.501562301,6yo,-2
219,32,23,-1.166666667,0.5,0.5,0,1,0.821195301,6yo,-0.476438044
219,20,14,-1.5,0.833333333,0.5,0,1,0.826771248,6yo,-0.514573173
219,29,32,-0.5,0.166666667,0.166666667,1,1,0.810039518,6yo,0.142019005
219,20,14,-0.5,0.5,0.5,0,1,1.67790277,6yo,-0.514573173
219,13,18,0.166666667,0.5,0.5,1,1,0.617389946,6yo,0.469485283
219,14,10,0.833333333,1.833333333,0.5,0,1,1.073660165,6yo,-0.485426827
219,13,18,1.166666667,-1.833333333,0.5,1,1,0.939214935,6yo,0.469485283
219,8,9,1.833333333,-1.5,0.166666667,0,0,1.458838645,6yo,0.169925001
219,16,23,0.166666667,0.166666667,0.5,1,1,1.347704154,6yo,0.523561956
219,10,13,-1.666666667,-1,0.333333333,1,1,1.622439636,6yo,0.378511623
219,32,8,0,1.666666667,2,0,1,0.896512384,6yo,-2
219,18,25,1.5,-1.5,0.5,1,1,1.180608087,6yo,0.473931188
219,18,25,-0.5,-1.5,0.5,1,1,1.096664053,6yo,0.473931188
219,16,18,0.5,0.5,0.166666667,1,1,1.06181354,6yo,0.169925001
219,23,29,0.666666667,-0.333333333,0.333333333,1,1,0.849385654,6yo,0.334419039
219,10,13,-1,0.666666667,0.333333333,0,0,0.917956684,6yo,0.378511623
219,8,32,-0.666666667,1.666666667,2,1,1,0.811563652,6yo,2
219,8,32,1.666666667,0.666666667,2,1,1,0.556049428,6yo,2
219,14,18,1,-1.666666667,0.333333333,1,1,0.90221115,6yo,0.362570079
219,8,32,0.333333333,-1.666666667,2,1,1,1.382548258,6yo,2
219,32,8,0.666666667,2,2,0,1,0.99429533,6yo,-2
219,14,16,0.166666667,0.5,0.166666667,1,1,1.533207277,6yo,0.192645078
219,32,8,0.333333333,-0.333333333,2,0,1,2.56699557,6yo,-2
219,14,11,-1.666666667,-0.666666667,0.333333333,0,1,1.343708826,6yo,-0.347923303
219,32,8,-1.333333333,1.666666667,2,0,1,0.952573695,6yo,-2
219,14,13,1.166666667,1.166666667,0.166666667,1,0,0.895832181,6yo,-0.106915204
219,10,9,-0.166666667,-1.833333333,0.166666667,1,0,0.933035246,6yo,-0.152003093
219,32,25,-1.666666667,1.666666667,0.333333333,0,1,1.714224962,6yo,-0.35614381
219,11,10,-1.166666667,1.166666667,0.166666667,0,1,2.182235149,6yo,-0.137503524
219,13,14,-1.833333333,-1.5,0.166666667,1,1,1.523609031,6yo,0.106915204
219,14,16,0.166666667,0.5,0.166666667,1,1,0.941563312,6yo,0.192645078
219,13,14,-1.5,0.5,0.166666667,1,1,1.23935961,6yo,0.106915204
219,14,13,-1.5,-0.166666667,0.166666667,1,0,1.112202524,6yo,-0.106915204
219,11,10,1.166666667,0.5,0.166666667,1,0,1.685552379,6yo,-0.137503524
219,29,25,0.166666667,0.833333333,0.166666667,1,0,0.953476002,6yo,-0.214124805
219,25,18,-0.166666667,1.5,0.5,0,1,0.69072561,6yo,-0.473931188
219,8,32,-0.333333333,1.333333333,2,1,1,0.545454019,6yo,2
219,32,25,1.333333333,1.666666667,0.333333333,0,1,1.256427694,6yo,-0.35614381
219,16,11,-1.166666667,0.5,0.5,0,1,1.53921746,6yo,-0.540568381
219,8,32,-1.333333333,-0.333333333,2,1,1,0.893622365,6yo,2
219,25,32,-2,-0.333333333,0.333333333,1,1,1.383929816,6yo,0.35614381
219,25,23,-0.833333333,1.833333333,0.166666667,0,1,1.480032822,6yo,-0.120294234
219,23,16,1.166666667,-1.833333333,0.5,0,1,1.942956009,6yo,-0.523561956
219,20,16,-1.666666667,-0.333333333,0.333333333,0,1,1.65321287,6yo,-0.321928095
219,20,18,0.833333333,-0.166666667,0.166666667,0,1,2.357710012,6yo,-0.152003093
219,16,13,-0.333333333,2,0.333333333,0,1,2.021628165,6yo,-0.299560282
219,16,13,0,1.333333333,0.333333333,0,1,2.106681335,6yo,-0.299560282
219,20,16,0.333333333,0.333333333,0.333333333,0,1,1.620170152,6yo,-0.321928095
219,10,8,-0.333333333,0.666666667,0.333333333,0,1,2.625659907,6yo,-0.321928095
219,16,14,-1.5,0.5,0.166666667,0,1,1.515362753,6yo,-0.192645078
219,32,25,-0.333333333,-0.333333333,0.333333333,0,1,1.6430313,6yo,-0.35614381
219,23,32,-0.833333333,1.166666667,0.5,1,1,1.491129825,6yo,0.476438044
219,25,20,-1.666666667,1.666666667,0.333333333,0,1,1.615247308,6yo,-0.321928095
219,8,11,-1.166666667,1.166666667,0.5,1,1,1.426280763,6yo,0.459431619
219,9,8,-1.833333333,-1.833333333,0.166666667,0,1,1.341589467,6yo,-0.169925001
219,8,32,-1.333333333,1.666666667,2,1,1,1.218173249,6yo,2
219,29,23,-0.666666667,0.333333333,0.333333333,0,1,1.358800734,6yo,-0.334419039
219,23,20,0.5,1.166666667,0.166666667,0,1,1.362254504,6yo,-0.201633861
219,32,8,-1.333333333,-2,2,0,1,1.321282661,6yo,-2
219,20,16,-1,0.333333333,0.333333333,0,1,1.925363704,6yo,-0.321928095
219,10,8,1.333333333,-1.333333333,0.333333333,1,0,1.729549571,6yo,-0.321928095
219,8,32,1.333333333,-0.333333333,2,1,1,1.190599798,6yo,2
219,32,8,1,1,2,0,1,1.758981611,6yo,-2
219,11,14,1.333333333,1,0.333333333,1,1,2.250422194,6yo,0.347923303
219,8,10,0.666666667,1.666666667,0.333333333,0,0,1.412665414,6yo,0.321928095
219,10,8,0,2,0.333333333,0,1,1.002022257,6yo,-0.321928095
219,25,23,-1.166666667,-1.833333333,0.166666667,1,0,0.296645191,6yo,-0.120294234
219,9,8,-1.5,-1.5,0.166666667,1,0,0.18615796,6yo,-0.169925001
219,16,20,-1.333333333,0.333333333,0.333333333,1,1,4.851959062,6yo,0.321928095
219,8,32,1,-1.666666667,2,1,1,0.570721686,6yo,2
219,8,32,-2,0.333333333,2,1,1,0.855168335,6yo,2
219,23,20,1.833333333,-1.5,0.166666667,1,0,0.690298038,6yo,-0.201633861
219,10,8,-2,1.666666667,0.333333333,0,1,0.973341658,6yo,-0.321928095
219,16,18,0.5,-1.5,0.166666667,1,1,0.468507377,6yo,0.169925001
219,13,11,-0.166666667,1.833333333,0.166666667,0,1,0.334059027,6yo,-0.2410081
219,25,20,0.666666667,-0.666666667,0.333333333,1,0,0.429786634,6yo,-0.321928095
219,13,9,-1.5,0.833333333,0.5,1,0,1.006823032,6yo,-0.530514717
219,8,32,-1.333333333,1.666666667,2,1,1,0.894056026,6yo,2
219,20,16,0.333333333,0,0.333333333,0,1,0.982912211,6yo,-0.321928095
219,32,8,0.666666667,-2,2,0,1,0.792667231,6yo,-2
219,8,9,1.5,-0.833333333,0.166666667,1,1,1.3669716,6yo,0.169925001
219,16,18,0.5,-0.5,0.166666667,1,1,1.24626681,6yo,0.169925001
219,11,8,0.833333333,0.833333333,0.5,0,1,1.339876071,6yo,-0.459431619
219,20,25,-1.666666667,-1,0.333333333,1,1,1.432484471,6yo,0.321928095
219,20,14,1.833333333,0.5,0.5,0,1,0.660864897,6yo,-0.514573173
219,32,8,-0.333333333,-2,2,0,1,0.781915085,6yo,-2
219,13,10,1.333333333,-1,0.333333333,0,1,1.042410485,6yo,-0.378511623
219,18,23,-0.666666667,-1.666666667,0.333333333,1,1,0.978186285,6yo,0.353636955
219,16,14,0.166666667,1.833333333,0.166666667,1,0,1.83743005,6yo,-0.192645078
220,20,25,-1.666666667,1,0.333333333,1,1,1.043005287,6yo,0.321928095
220,10,14,-1.833333333,-1.166666667,0.5,1,1,9.545924897,6yo,0.485426827
220,8,32,-1.666666667,-1.666666667,2,1,1,0.988877607,6yo,2
220,13,14,1.166666667,0.166666667,0.166666667,0,0,2.410542091,6yo,0.106915204
220,23,16,-1.5,-0.833333333,0.5,1,0,1.991350992,6yo,-0.523561956
220,20,23,1.166666667,-0.833333333,0.166666667,1,1,2.800162315,6yo,0.201633861
220,9,10,-1.5,-0.5,0.166666667,1,1,2.373747401,6yo,0.152003093
220,25,23,-1.166666667,1.166666667,0.166666667,0,1,1.803311506,6yo,-0.120294234
220,13,9,-1.833333333,1.833333333,0.5,0,1,1.292649321,6yo,-0.530514717
220,11,10,-1.833333333,0.833333333,0.166666667,0,1,1.238645705,6yo,-0.137503524
220,13,9,0.833333333,1.833333333,0.5,0,1,0.769080252,6yo,-0.530514717
220,8,32,-1.333333333,-0.333333333,2,1,1,0.91171277,6yo,2
220,20,25,-0.666666667,-0.333333333,0.333333333,0,0,0.878612457,6yo,0.321928095
220,14,10,1.833333333,1.833333333,0.5,0,1,1.154094508,6yo,-0.485426827
220,8,11,-1.166666667,1.5,0.5,1,1,0.704315271,6yo,0.459431619
220,8,11,-1.166666667,1.166666667,0.5,1,1,1.48020187,6yo,0.459431619
220,8,32,2,0,2,1,1,0.759723445,6yo,2
220,8,32,-0.666666667,-1.666666667,2,1,1,0.487731804,6yo,2
220,9,10,-0.833333333,0.833333333,0.166666667,1,1,1.507563768,6yo,0.152003093
220,8,32,0,0.666666667,2,1,1,0.583662816,6yo,2
220,11,13,0.166666667,-0.166666667,0.166666667,1,1,2.290927041,6yo,0.2410081
220,18,25,-1.833333333,-1.166666667,0.5,1,1,3.38200222,6yo,0.473931188
220,8,32,1,0.666666667,2,1,1,0.780623268,6yo,2
220,32,8,-0.666666667,-2,2,0,1,1.527210356,6yo,-2
220,29,32,0.833333333,-0.166666667,0.166666667,0,0,1.626086411,6yo,0.142019005
220,16,14,0.833333333,0.166666667,0.166666667,0,1,0.964446704,6yo,-0.192645078
220,8,32,-2,1.333333333,2,1,1,0.991373767,6yo,2
220,16,20,-0.666666667,0.333333333,0.333333333,1,1,7.323944085,6yo,0.321928095
220,32,8,1.666666667,1.666666667,2,0,1,0.811027512,6yo,-2
220,25,32,0.666666667,1,0.333333333,1,1,1.0376788,6yo,0.35614381
220,11,10,-0.166666667,1.166666667,0.166666667,0,1,2.477614867,6yo,-0.137503524
220,20,23,-0.166666667,-0.5,0.166666667,1,1,2.296469918,6yo,0.201633861
220,9,11,0.333333333,0.333333333,0.333333333,1,1,1.496828106,6yo,0.289506617
220,16,18,1.833333333,-1.833333333,0.166666667,1,1,4.156916547,6yo,0.169925001
220,32,8,0.666666667,1.666666667,2,0,1,0.707326536,6yo,-2
220,32,8,0.333333333,1.333333333,2,0,1,0.625519217,6yo,-2
220,13,14,-0.5,0.833333333,0.166666667,1,1,2.917038332,6yo,0.106915204
220,8,32,1.666666667,0.666666667,2,1,1,1.50710831,6yo,2
220,14,10,-0.833333333,1.833333333,0.5,0,1,0.947184227,6yo,-0.485426827
220,25,18,-0.166666667,1.833333333,0.5,0,1,1.448110043,6yo,-0.473931188
220,14,16,0.5,-0.5,0.166666667,0,0,1.179132509,6yo,0.192645078
220,25,20,2,0.666666667,0.333333333,0,1,0.778309717,6yo,-0.321928095
220,11,8,0.833333333,-0.833333333,0.5,0,1,3.868767453,6yo,-0.459431619
220,25,18,0.833333333,-1.833333333,0.5,0,1,2.000177225,6yo,-0.473931188
220,32,8,1,-2,2,0,1,1.322733293,6yo,-2
220,10,14,1.5,1.833333333,0.5,1,1,1.256812975,6yo,0.485426827
220,10,14,-1.166666667,0.5,0.5,0,0,3.61400528,6yo,0.485426827
220,16,14,1.5,0.5,0.166666667,0,1,3.560128667,6yo,-0.192645078
220,20,29,0.5,1.5,0.5,1,1,0.803678167,6yo,0.5360529
220,32,8,-0.666666667,0.666666667,2,0,1,0.565851833,6yo,-2
220,32,8,-1,-0.333333333,2,0,1,0.223435805,6yo,-2
220,23,29,-0.333333333,0,0.333333333,0,0,1.103957402,6yo,0.334419039
220,11,13,0.5,0.166666667,0.166666667,1,1,0.314007694,6yo,0.2410081
220,8,32,0,-1.666666667,2,1,1,1.057308543,6yo,2
220,13,16,0,-1,0.333333333,1,1,3.786344284,6yo,0.299560282
220,32,8,1.333333333,0.333333333,2,0,1,0.573619082,6yo,-2
220,8,11,-1.5,-1.5,0.5,0,0,1.384251092,6yo,0.459431619
220,8,32,0,-1.333333333,2,1,1,0.841582687,6yo,2
220,32,8,-1.666666667,0,2,0,1,0.563834725,6yo,-2
220,8,32,1.333333333,0.333333333,2,1,1,0.852953211,6yo,2
220,25,18,-0.166666667,-1.833333333,0.5,0,1,3.237896344,6yo,-0.473931188
220,14,13,0.833333333,-1.166666667,0.166666667,1,0,5.424151742,6yo,-0.106915204
220,14,16,-1.833333333,-0.166666667,0.166666667,0,0,5.085248477,6yo,0.192645078
220,14,11,0.333333333,-1.333333333,0.333333333,0,1,2.859005788,6yo,-0.347923303
220,8,32,-0.333333333,-2,2,1,1,0.877786313,6yo,2
220,8,11,0.166666667,0.833333333,0.5,1,1,1.398694143,6yo,0.459431619
220,9,10,1.833333333,-0.166666667,0.166666667,1,1,4.97186469,6yo,0.152003093
220,23,32,0.833333333,0.166666667,0.5,1,1,1.090883426,6yo,0.476438044
220,16,13,2,2,0.333333333,1,0,1.633060701,6yo,-0.299560282
220,25,32,-1.333333333,1.666666667,0.333333333,1,1,0.944352653,6yo,0.35614381
220,14,16,-1.166666667,-1.5,0.166666667,1,1,1.934233636,6yo,0.192645078
220,13,18,-1.833333333,0.5,0.5,1,1,1.252159599,6yo,0.469485283
220,13,16,-2,0.666666667,0.333333333,1,1,1.15426281,6yo,0.299560282
220,29,20,-1.5,1.166666667,0.5,0,1,1.003471313,6yo,-0.5360529
220,14,13,-1.833333333,0.833333333,0.166666667,0,1,1.345037163,6yo,-0.106915204
220,32,8,0.666666667,-0.666666667,2,0,1,1.060101232,6yo,-2
220,10,8,-1.333333333,0.333333333,0.333333333,0,1,2.409405358,6yo,-0.321928095
220,10,11,1.833333333,1.833333333,0.166666667,1,1,0.507810576,6yo,0.137503524
220,20,14,1.833333333,0.5,0.5,0,1,0.957270275,6yo,-0.514573173
220,16,11,0.833333333,-0.5,0.5,1,0,1.335206223,6yo,-0.540568381
220,13,18,0.5,-1.833333333,0.5,1,1,1.116872311,6yo,0.469485283
220,11,8,-0.166666667,-0.833333333,0.5,0,1,4.732386031,6yo,-0.459431619
220,8,32,-1.666666667,-2,2,1,1,2.218252884,6yo,2
220,32,23,0.5,-1.5,0.5,0,1,1.074207673,6yo,-0.476438044
220,25,29,0.833333333,-0.166666667,0.166666667,1,1,0.583333498,6yo,0.214124805
220,32,8,-1.333333333,-1.333333333,2,0,1,0.750518511,6yo,-2
220,32,8,2,-1,2,0,1,0.813473998,6yo,-2
220,29,25,-0.166666667,-1.833333333,0.166666667,0,1,0.6801236,6yo,-0.214124805
220,23,16,-0.5,-0.5,0.5,0,1,0.77478937,6yo,-0.523561956
