Intro,StimFileLeft,StimFileRight,N1,N2,Distance,MagnitudeN2,Correct,Ratio,Instructions.thisRepN,Instructions.thisTrialN,Instructions.thisN,Instructions.thisIndex,NumTraining.thisRepN,NumTraining.thisTrialN,NumTraining.thisN,NumTraining.thisIndex,CompExp.thisRepN,CompExp.thisTrialN,CompExp.thisN,CompExp.thisIndex,thisRow.t,notes,Instruction_Pages.started,InstructionPage.started,InstructionResponse.started,Instruction_Pages.stopped,InstructionResponse.keys,InstructionResponse.rt,InstructionResponse.duration,NumProc.started,Fix.started,blank2.started,Fix.stopped,blank2.stopped,DotsLeft.started,DotRight.started,targetResp.started,NumProc.stopped,targetResp.keys,targetResp.corr,targetResp.rt,targetResp.duration,feedbackNum.started,FBnum.started,feedbackNum.stopped,FBnum.stopped,InstructionExpNum.started,StartExp.started,InstructionExpResp.started,InstructionExpNum.stopped,InstructionExpResp.keys,InstructionExpResp.rt,InstructionExpResp.duration,ThisIsTheEnd.started,TheEnd.started,TheEnd.stopped,ThisIsTheEnd.stopped,Do NOT enter your name here:,participant,session,How old are you?,M o F,date,expName,psychopyVersion,frameRate,expStart,
,TCS_DotComp_StimImages/1_36_1.bmp,TCS_DotComp_StimImages/1_32_1.bmp,32,36,close,larger,s,1.13,,,,,,,,,0,23,23,40,68.98000319999119,,,,,,,,,68.9525821999996,68.98000319999119,69.46462869999232,69.48141199999372,69.96461749999435,69.96461749999435,69.96461749999435,69.96461749999435,71.19927080000343,s,1,1.2324610000068787,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/1_32_2.bmp,TCS_DotComp_StimImages/1_36_2.bmp,32,36,close,larger,l,1.13,,,,,,,,,0,24,24,41,71.22447020000254,,,,,,,,,71.20050069999706,71.22447020000254,71.7144047000038,71.731048799993,72.21495959999447,72.21495959999447,72.21495959999447,72.21495959999447,72.90105040000344,l,1,0.683805199994822,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/2_40_5.bmp,TCS_DotComp_StimImages/2_32_5.bmp,32,40,far,larger,s,1.25,,,,,,,,,0,25,25,60,72.9299553000019,,,,,,,,,72.90264810000372,72.9299553000019,73.41431860000012,73.43143840000266,73.91483140000491,73.91483140000491,73.91483140000491,73.91483140000491,74.63341439999931,l,0,0.7054814000002807,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/2_16_6.bmp,TCS_DotComp_StimImages/2_18_6.bmp,16,18,close,larger,l,1.13,,,,,,,,,0,26,26,37,74.6636262999964,,,,,,,,,74.63544959999854,74.6636262999964,75.1477956000017,75.16437779999978,75.64829860000464,75.64829860000464,75.64829860000464,75.64829860000464,76.8326434000046,l,1,1.1724370000010822,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/1_16_4.bmp,TCS_DotComp_StimImages/1_18_4.bmp,16,20,far,larger,l,1.25,,,,,,,,,0,27,27,51,76.85909189999802,,,,,,,,,76.83392950000416,76.85909189999802,77.34805499999493,77.36439200000314,77.84827129999758,77.84827129999758,77.84827129999758,77.84827129999758,78.46655539999483,s,0,0.6160426999995252,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/1_28_1.bmp,TCS_DotComp_StimImages/1_32_1.bmp,32,28,close,smaller,l,0.88,,,,,,,,,0,28,28,24,78.49448439999833,,,,,,,,,78.4678666999971,78.49448439999833,78.98136330000125,78.99765469999693,79.48120429999835,79.48120429999835,79.48120429999835,79.48120429999835,80.06769759999588,l,1,0.5848636000009719,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/1_14_3.bmp,TCS_DotComp_StimImages/1_16_3.bmp,16,14,close,smaller,l,0.88,,,,,,,,,0,29,29,18,80.09845689999929,,,,,,,,,80.06912020000163,80.09845689999929,80.58113350000349,80.59776299999794,81.08142109999608,81.08142109999608,81.08142109999608,81.08142109999608,81.78228689999378,l,1,0.6889921999973012,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/2_32_6.bmp,TCS_DotComp_StimImages/2_36_6.bmp,32,36,close,larger,l,1.13,,,,,,,,,0,30,30,45,81.80997539999953,,,,,,,,,81.78361470000527,81.80997539999953,82.2975388999912,82.31461560000025,82.7982631999912,82.7982631999912,82.7982631999912,82.7982631999912,83.50091590000375,s,0,0.695386099992902,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/1_24_3.bmp,TCS_DotComp_StimImages/1_32_3.bmp,32,24,far,smaller,l,0.75,,,,,,,,,0,31,31,10,83.51397499999439,,,,,,,,,83.50230690000171,83.51397499999439,84.01380659999268,84.01380659999268,84.51795870000205,84.51795870000205,84.51795870000205,84.51795870000205,85.06492000000435,l,1,0.5323798000026727,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/2_16_8.bmp,TCS_DotComp_StimImages/2_18_8.bmp,16,18,close,larger,l,1.13,,,,,,,,,0,32,32,39,85.09801709999738,,,,,,,,,85.06619959999807,85.09801709999738,85.5810238999984,85.59755239999504,86.08130659999733,86.08130659999733,86.08130659999733,86.08130659999733,86.81612750000204,l,1,0.7205049000040162,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/2_12_5.bmp,TCS_DotComp_StimImages/2_16_5.bmp,16,12,far,smaller,l,0.75,,,,,,,,,0,33,33,4,86.84621909999987,,,,,,,,,86.81801619999169,86.84621909999987,87.33080729999347,87.34761799999978,87.83157819999906,87.83157819999906,87.83157819999906,87.83157819999906,89.23153560000355,s,0,1.3946037999994587,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/2_18_7.bmp,TCS_DotComp_StimImages/2_16_7.bmp,16,18,close,larger,s,1.13,,,,,,,,,0,34,34,38,89.27098020000267,,,,,,,,,89.23269710000022,89.27098020000267,89.74704439999186,89.78042120000464,90.24801759999536,90.24801759999536,90.24801759999536,90.24801759999536,91.28213819999655,s,1,1.0209720999991987,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/2_16_6.bmp,TCS_DotComp_StimImages/2_14_6.bmp,16,14,close,smaller,s,0.88,,,,,,,,,0,35,35,21,91.30765659999452,,,,,,,,,91.28322119999211,91.30765659999452,91.79692949999298,91.81348440000147,92.29836339999747,92.29836339999747,92.29836339999747,92.29836339999747,92.84797570000228,l,0,0.5436610000033397,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/1_16_2.bmp,TCS_DotComp_StimImages/1_18_2.bmp,16,18,close,larger,l,1.13,,,,,,,,,0,36,36,33,92.87568230000034,,,,,,,,,92.84912329999497,92.87568230000034,93.36399600000004,93.38062609999906,93.8638873000018,93.8638873000018,93.8638873000018,93.8638873000018,94.75011749999248,s,0,0.8850240000028862,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/1_12_3.bmp,TCS_DotComp_StimImages/1_16_3.bmp,16,12,far,smaller,l,0.75,,,,,,,,,0,37,37,2,94.77948149999429,,,,,,,,,94.75184670000453,94.77948149999429,95.26356130000204,95.28077969999867,95.76427139999578,95.76427139999578,95.76427139999578,95.76427139999578,96.38192859999253,l,1,0.6091194000036921,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/2_14_7.bmp,TCS_DotComp_StimImages/2_16_7.bmp,16,14,close,smaller,l,0.88,,,,,,,,,0,38,38,22,96.41065959999105,,,,,,,,,96.38320430000022,96.41065959999105,96.89689760000329,96.91415319999214,97.39796400000341,97.39796400000341,97.39796400000341,97.39796400000341,98.43323389999568,s,0,1.0340445000038017,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/1_32_4.bmp,TCS_DotComp_StimImages/1_28_4.bmp,32,28,close,smaller,s,0.88,,,,,,,,,0,39,39,27,98.4629358999955,,,,,,,,,98.43444250000175,98.4629358999955,98.947061999992,98.96391890000086,99.44746100000339,99.44746100000339,99.44746100000339,99.44746100000339,99.96585100000084,l,0,0.5163315999961924,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/1_12_1.bmp,TCS_DotComp_StimImages/1_16_1.bmp,16,12,far,smaller,l,0.75,,,,,,,,,0,40,40,0,99.99828919999709,,,,,,,,,99.96762039999885,99.99828919999709,100.48067390000506,100.4972248999984,100.98038599999563,100.98038599999563,100.98038599999563,100.98038599999563,101.4648801000003,l,1,0.4808959999936633,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/2_24_7.bmp,TCS_DotComp_StimImages/2_32_7.bmp,32,24,far,smaller,l,0.75,,,,,,,,,0,41,41,14,101.48050489999878,,,,,,,,,101.46618920000037,101.48050489999878,101.98039280000376,101.98039280000376,102.48082139999315,102.48082139999315,102.48082139999315,102.48082139999315,102.98146870000346,l,1,0.4971351999993203,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/1_32_2.bmp,TCS_DotComp_StimImages/1_24_2.bmp,32,24,far,smaller,s,0.75,,,,,,,,,0,42,42,9,103.00930459999654,,,,,,,,,102.98278930000379,103.00930459999654,103.49684789999446,103.51363709999714,103.99794180000026,103.99794180000026,103.99794180000026,103.99794180000026,105.16471509999246,s,1,1.1533951000019442,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/2_32_6.bmp,TCS_DotComp_StimImages/2_24_6.bmp,32,24,far,smaller,s,0.75,,,,,,,,,0,43,43,13,105.1921308000019,,,,,,,,,105.1659101999976,105.1921308000019,105.68035759999475,105.69712159999472,106.18022120000387,106.18022120000387,106.18022120000387,106.18022120000387,106.8149948999926,s,1,0.6281106999958865,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/2_16_8.bmp,TCS_DotComp_StimImages/2_18_8.bmp,16,20,far,larger,l,1.25,,,,,,,,,0,44,44,55,106.83034420000331,,,,,,,,,106.81699569999182,106.83034420000331,107.33065089999582,107.33065089999582,107.84718909999356,107.83058439999877,107.83058439999877,107.83058439999877,108.34942959999898,l,1,0.5165526000055252,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/2_32_6.bmp,TCS_DotComp_StimImages/2_40_6.bmp,32,40,far,larger,l,1.25,,,,,,,,,0,45,45,61,108.37647010000364,,,,,,,,,108.3507333000016,108.37647010000364,108.86347739999474,108.88083850000112,109.36388180000358,109.36388180000358,109.36388180000358,109.36388180000358,110.2010794999951,s,0,0.8358586999966064,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/2_32_8.bmp,TCS_DotComp_StimImages/2_36_8.bmp,32,36,close,larger,l,1.13,,,,,,,,,0,46,46,47,110.23064959999465,,,,,,,,,110.20321829999739,110.23064959999465,110.71347010000318,110.73005019999982,111.21379470000102,111.21379470000102,111.21379470000102,111.21379470000102,112.36478000000352,l,1,1.1403621999925235,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/1_16_4.bmp,TCS_DotComp_StimImages/1_18_4.bmp,16,18,close,larger,l,1.13,,,,,,,,,0,47,47,35,112.38019840000197,,,,,,,,,112.366091399992,112.38019840000197,112.88030170000275,112.88030170000275,113.380565200001,113.380565200001,113.380565200001,113.380565200001,114.31436499999836,s,0,0.9220562999980757,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/2_16_6.bmp,TCS_DotComp_StimImages/2_18_6.bmp,16,20,far,larger,l,1.25,,,,,,,,,0,48,48,53,114.32975920000172,,,,,,,,,114.31566639999801,114.32975920000172,114.83013319999736,114.83013319999736,115.33100180000474,115.33100180000474,115.33100180000474,115.33100180000474,116.58109619999595,s,0,1.2443957000068622,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/1_16_4.bmp,TCS_DotComp_StimImages/1_12_4.bmp,16,12,far,smaller,s,0.75,,,,,,,,,0,49,49,3,116.596707100005,,,,,,,,,116.58225789999415,116.596707100005,117.09671729999536,117.09671729999536,117.59709440000006,117.59709440000006,117.59709440000006,117.59709440000006,118.43143579999742,s,1,0.8245683999994071,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/2_16_8.bmp,TCS_DotComp_StimImages/2_12_8.bmp,16,12,far,smaller,s,0.75,,,,,,,,,0,50,50,7,118.44650309999997,,,,,,,,,118.4328772000008,118.44650309999997,118.94663340000261,118.94663340000261,119.44715079999878,119.44715079999878,119.44715079999878,119.44715079999878,120.29813199999626,l,0,0.8375887000001967,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/2_16_6.bmp,TCS_DotComp_StimImages/2_12_6.bmp,16,12,far,smaller,s,0.75,,,,,,,,,0,51,51,5,120.31334219999553,,,,,,,,,120.29990640000324,120.31334219999553,120.81303180000396,120.81303180000396,121.31382929999381,121.31382929999381,121.31382929999381,121.31382929999381,122.31615749999764,s,1,1.0002421000099275,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/2_12_7.bmp,TCS_DotComp_StimImages/2_16_7.bmp,16,12,far,smaller,l,0.75,,,,,,,,,0,52,52,6,122.34279919999244,,,,,,,,,122.31780000000435,122.34279919999244,122.82969830000366,122.84667119999358,123.33021889999509,123.33021889999509,123.33021889999509,123.33021889999509,125.04816009999195,l,1,1.7097663000022294,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/1_36_3.bmp,TCS_DotComp_StimImages/1_32_3.bmp,32,36,close,larger,s,1.13,,,,,,,,,0,53,53,42,125.07552729999588,,,,,,,,,125.0498302999913,125.07552729999588,125.56286710000131,125.58002359999227,126.06347749999259,126.06347749999259,126.06347749999259,126.06347749999259,127.28139289999672,s,1,1.2032361999881687,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/1_24_1.bmp,TCS_DotComp_StimImages/1_32_1.bmp,32,24,far,smaller,l,0.75,,,,,,,,,0,54,54,8,127.29635740000231,,,,,,,,,127.28310479999345,127.29635740000231,127.79646559999674,127.79646559999674,128.29698919999646,128.29698919999646,128.29698919999646,128.29698919999646,129.01422589999856,l,1,0.7095871999918018,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/2_16_8.bmp,TCS_DotComp_StimImages/2_14_8.bmp,16,14,close,smaller,s,0.88,,,,,,,,,0,55,55,23,129.04366090000258,,,,,,,,,129.01555880000524,129.04366090000258,129.5297639999917,129.54611110000405,130.03003320000425,130.03003320000425,130.03003320000425,130.03003320000425,131.28060119999282,l,0,1.2439077999879373,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/2_36_7.bmp,TCS_DotComp_StimImages/2_32_7.bmp,32,36,close,larger,s,1.13,,,,,,,,,0,56,56,46,131.306648400001,,,,,,,,,131.28181279999262,131.306648400001,131.79610279999906,131.81299829999625,132.29662989999633,132.29662989999633,132.29662989999633,132.29662989999633,132.96333759999834,l,0,0.6647235999989789,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/1_40_3.bmp,TCS_DotComp_StimImages/1_32_3.bmp,32,40,far,larger,s,1.25,,,,,,,,,0,57,57,58,132.99498190000304,,,,,,,,,132.96446489999653,132.99498190000304,133.47956559999147,133.49600650000502,133.97997190000024,133.97997190000024,133.97997190000024,133.97997190000024,134.74972459999844,s,1,0.7689058999967529,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/2_18_5.bmp,TCS_DotComp_StimImages/2_16_5.bmp,16,20,far,larger,s,1.25,,,,,,,,,0,58,58,52,134.76411960000405,,,,,,,,,134.75104429999192,134.76411960000405,135.26284149999265,135.27954350000073,135.76278190000448,135.76278190000448,135.76278190000448,135.76278190000448,136.79749209999864,s,1,1.019391399997403,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/2_18_7.bmp,TCS_DotComp_StimImages/2_16_7.bmp,16,20,far,larger,s,1.25,,,,,,,,,0,59,59,54,136.81273579999106,,,,,,,,,136.79883790000167,136.81273579999106,137.31248649999907,137.31248649999907,137.81310129999474,137.81310129999474,137.81310129999474,137.81310129999474,138.71353259999887,s,1,0.8937481000029948,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/1_16_4.bmp,TCS_DotComp_StimImages/1_14_4.bmp,16,14,close,smaller,s,0.88,,,,,,,,,0,60,60,19,138.74064789999102,,,,,,,,,138.71460439999646,138.74064789999102,139.22920570000133,139.24599209999724,139.7298679999949,139.7298679999949,139.7298679999949,139.7298679999949,140.56477169999562,s,1,0.8326741000055335,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/1_18_1.bmp,TCS_DotComp_StimImages/1_16_1.bmp,16,20,far,larger,s,1.25,,,,,,,,,0,61,61,48,140.57931169999938,,,,,,,,,140.56594810000388,140.57931169999938,141.07946639999864,141.07946639999864,141.57983879999665,141.57983879999665,141.57983879999665,141.57983879999665,142.34763289999682,l,0,0.7652208999934373,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/1_16_2.bmp,TCS_DotComp_StimImages/1_18_2.bmp,16,20,far,larger,l,1.25,,,,,,,,,0,62,62,49,142.36210169999686,,,,,,,,,142.34891820000485,142.36210169999686,142.86263649999455,142.86263649999455,143.36285799999314,143.36285799999314,143.36285799999314,143.36285799999314,144.56379169999855,s,0,1.1992694999935338,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,TCS_DotComp_StimImages/2_28_7.bmp,TCS_DotComp_StimImages/2_32_7.bmp,32,28,close,smaller,l,0.88,,,,,,,,,0,63,63,30,144.59661459999916,,,,,,,,,144.56541369999468,144.59661459999916,145.07916589999513,145.09613530000206,145.57946989999618,145.57946989999618,145.57946989999618,145.57946989999618,146.14841660000093,l,1,0.5665856999985408,None,,,,,,,,,,,,,,,,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.1494265999936,147.1625800000038,150.1622178999969,150.1469614999951,999,1,001,0,F,2024-11-19_21h21.32.101,TCS_DotComp,2024.1.4,None,2024-11-19 21h21.42.887692 +0100,
